Date,Inq
13-Jun,"basics in lean manufacturing 
managing/coaching a lean environment"
13-Jun,we are moving to an agile environment for delivering software we need our mid level to senior leaders to understand lean concepts and what it means to be a lean leader
13-Jun,ovec is anchored in practices and behaviors that in many cases has never been challenged since the 50's the cost pressures facing the company in the next three years dictates a hard look at how we conduct our business
13-Jun,d c taylor co is a commercial roofing company has reorganized recently and is implementing lean the employees need a training session which presents the key concepts of lean
13-Jun,telecommunication service provider
13-Jun,"our lean office of 14 consultants has a variety of experience with using a value stream approach when working with our clients our organization has ""launched"" about 20 ""value streams"" which has helped to identify projects to work on while at the same time we are just beginning to build other aspects of a management systems including dms and strategy deployment some of our consultants were part of early value stream work and some have yet to work with clients on value stream thinking for long range planning alignment with org goals and to drive the development of their people"
13-Jun,need to introduce certain groups in the company to the foundations of lean thinking and tools as the first step in improve the performance of our onshore drilling operations
13-Jun,more scientific planning using the a3 method
13-Jun,value stream mapping & design in a shared resources environment some machines run 80+ different parts our factory has created a vsm using our highest runner but with the shared resources not sure we have the complete factory picture also have a vsd for the factory but not really being used as a guide but more like a project list
13-Jun,implementation of lean within supply chain services it organization
13-Jun,we would like to partner with a vendor to create and execute an in house train the trainer lean education program
13-Jun,toyota kata into r&d organizations siemens
13-May,create a lean culture establish lean certified training for different levels in a new value stream organizational structure
13-May,increasing efficiency doing the same amount of work or more work with less funding and support also we'd like an introduction to lean management concepts for the it staff
13-May,vsm value stream mapping for office/service we work on continuous improvement for distribution and transportation need to gain a better understanding of how to value stream map
13-May,improve project management within the organisation + some change needed
13-May,"managing value stream improvement
understanding and managing mixed models"
13-May,i am in the process of a developing a lean implementation plan for a company i just joined as ceo
13-May,we are a healthcare company with several business lines we deliver patient care directly for the niche markets of hyperbaric medicine reconstructive plastic surgery and chronic wound care we receive traditional professional revenues for these services we also contract with the large local hospital system inova health system to provide staffing and management at the outpatient hospital wound care centers and we also manage and staff the 24/7 hyperbaric medicine unit we are facing declining professional revenues due to decreased reimbursements we are also facing decreasing management and staffing fees from inova health system as their margins are squeezed thus we need to figure out how to do more work for less costs in order to preserve some profit margins
13-May,i have a small operations team that wants to be trained in lean for office and sales we are seeking to employ lean principles for operational excellence and have already started incremental improvement projects but want to ensure the team is aligned and pinpoint where we need further training
13-May,managing inventory creating velocity through our facilities
13-May,our internal financial compliance process needs to be mapped to better understand the bottle necks within the process
13-May,process improvement learning to see daily management systems
13-Apr,evaluation of supply chain to improve processes create efficiencies and lower costs
13-Apr,we are embarking on a bank wide process improvement initiative and would like to explore lean
13-Apr,basic lean manufacturing knowledge
13-Apr,looking for a program overview for general managers on implementation of a lean manufacturing operation
13-Apr,lean distribution techhniques implementation across the company warehousing supply chain purchasing etc
13-Apr,basiclean education to leaders trainging to managers
13-Apr,we are beginning the assessment stage of our lean conversion so far there has been specific opportunity identifed but we neeed to focus on a different approach and set of tools to create change andbreakthrough in ourorganization
13-Apr,"engaging senior leaders and making lean a part of the business system not just a series of tools 
helping them to understand their role in leading the transformation / what to expect in the process"
13-Apr,operations i am responsible for could become significantly leaner
13-Apr,we are in the middle of a lean transformation and have identified coaching as a significant opportunity for improvement i'm currently an mboe student at the ohio state university and our company's president and i had the opportunity to listen to bill costantino speak at one of my on campus sessions if we are going to transform gallatin into a learning organization the fundamentals that go into both the improvement and coaching kata will be critical
13-Apr,supporting the development of products in a more predictable manor in a changing market space this include improved work flow making problems visible earlier in the development cycle and the development of a culture process issues and improvement in a more systematic problem solving approach
13-Apr,educating the whole plant on lean manufacturing practices and principles
13-Apr,effectiveness of sales force calls activities in pharma
13-Apr,we want to create a continuous improvement culture that will allow us to meet our customers needs by being flexible responsive innovative and quality minded
13-Apr,a more structured approach in deploying lean fully understand creation and use of value stream maps
13-Apr,improve efficiency in business process by addressing shop layout process flow order fulfillment work order flow
13-Apr,we would like to reduce our cog's model through lean initiatives also we are preparing a large renovation of part of our facility and would like to utilize some lean principles in the design
13-Apr,improve/expand current service offerings and process consutants skillsets by utilizing additional tools when conducting process analysis or process improvement efforts
13-Apr,"we are looking to develop a problem solving culture as part of our lean transformation at orbis corporation 
we recently attended the lei lean transformation summit and this seems like a definite to do for our business"
13-Apr,we are looking to implement lean in all departments
13-Mar,lean in healthcare
13-Mar,lss leadership/coaching and lean management
13-Mar,training for my team of analysts who are responsible for process improvements
13-Mar,"information flow through entire organization
materials flow from suppliers raw to customer finished goods 
quality improvements focus on customers needs 
discover savings opportunities"
13-Mar,my name is diana león i’m organizational development manager in axa méxico global insurance company i found interesting things about your services and i contact you because we want to train a 20 persons in lean coaching growth model because they will be involved in the implementation of “lean management “methodology here in the company
13-Mar,would be interested in finding out about on site training for coaching kata for a leadership team
13-Mar,leadership training
13-Mar,i need help creating a lean training program in my environmental health safety and product regulatory department
13-Mar,"foundational training of lean tools starting with standardized work and problem solving for all 40 participants 
followed potentially by twi job instruction and job relations training"
13-Mar,have leadership understand the need and value of gemba walks
13-Mar,problem solving using the pdca methodology
13-Mar,the lean transformation and getting buy in from the shop floor supervisors and hourly team members
13-Mar,hi my name is coco at laurel industrial and we have a sister company which is a manufacturer company we are looking for in house/on site lean 5s manufacturer training for our all employee please let me know if you have such training if yes please let me know more detail via phone or e mail i will be more than happy to know more thanks
13-Mar,equip those responsible for various operational improvement initiatives around cost quality delivery and productivity with tools to more efficiently and effectively execute
13-Mar,lean processes and leadership
13-Mar,i have contacted your organization in the past but we were not ready for the training now we are i am looking for on site training for a group of high potential leaders that are part of an elite leadership development program i like the transformational leadership cirriculum on your website and would be interested in customizing that for con way
13-Feb,continuous improvement training one of the gentlemen i work with will be attending the 2 day seminar in may for getting the right things done i would like to get information for having dennis pascal facilitate this training at grainger pricing how many people should attend etc thank you
13-Feb,sales and administrative lean training
13-Feb,our ceo has a vision of lean transformation however key tenets and philosopies are not well understood we feel we need some 'outside eyes' on the protential of lean transformation
13-Feb,we need to address the welding process through a single piece flow concept
13-Feb,lean construction practices specific to working with large hospitals and health care organizations
13-Feb,we are implementing a company wide kaizen program and need to train employees from multiple departments how to identify problems document the current and ideal situation and to sustain improvements made from any implemented solutions we are looking to utilize fundamentals of lean manufacturing as the basis for many of our improvements
13-Feb,leaning processes within the organization for starters
13-Feb,need to see the entire end to end value stream for the company desire is to have a workshop that 1 begins the mapping process with the guidance of a sensei and 2 is structured to drive each attendee to create their personal vsms
13-Feb,optimization & growth
13-Feb,decrease operating expenses by decreasing waste and increase productivity to have a faster turn around rate for our customers
13-Feb,"understanding of lean as a concept in enterprise and at the working level 

assessment and planning for enterprise level lean plan"
13-Jan,moving from process improvement through formal kaizen events towards front line problem solving
13-Jan,i would like to obtain your cost estimates and available times to conduct an on site workshop on using a3's for strategy deployment in the chicago area
13-Jan,"problem solving in a production enviroment 
trouble shooting and corrective action for hardware"
13-Jan,visual work management
13-Jan,our health system is working with simpler to implement lean as a key performance excellence tool/culture the process began about 7 months ago and is focused on non it processes although they strive to have it representation at each lean event your book lean it makes it clear that it can have a more active and supporting role in the success fo this initiative
13-Jan,"training on tps 5s 

exploring supervisory/management training for plant"
13-Jan,m33 is a technology based 3rd party logistics provider we are interested in lean and six sigma principles to apply internally as well as a value add to our customers we are charged in co managing our customer shipping operations we implement our software solution along with a virtual co management staff support system
13-Jan,"provide excellent service and attention to patient care 
the keen ability to educate within and outside of our department issues relevant to our healthcare field"
13-Jan,"training supervisors and leads and our trainer in ""lean basics"""
13-Jan,we would like to train our bbs on advance lean tools
13-Jan,i am building a process improvement team and am interested in learning more about how i can get the team trained and ultimately green belt certified
13-Jan,we are an outsource healthcare billing office we would like to begin training our management the lean management principles for a service industry many of our healthcare clients do follow the lean culture
13-Jan,conduct lean princiles & awareness implementation workshops for our staff
13-Jan,lean training
13-Jan,construction lean
12-Dec,basic concepts for lean
12-Dec,commercial lending operations
12-Dec,connectivity of responsibility from one area to the next and process improvements
12-Dec,we have a need to develop plant managers as lean managers not just implementing lean tools looking at your transformational leadership workshop
12-Dec,municipal service delivery
12-Dec,obeya room training
12-Dec,onsite formal lean training
12-Dec,lean manufacturing workshop
12-Dec,i am looking for an intro to lean trainings to be given to a wide audience
12-Dec,"our organization is looking to implement lean organizationally in the next year two of us were sent to dallas in november 2012 to take key foundations of lean with joe muril as our facilitator 

we hope to bring the key foundations of lean training onsite to our company in the chicago area"
12-Nov,improving service levels in a number of areas for our facility management clients while minimizing costs
12-Nov,lean design training for archiecture healthcare design
12-Nov,we are looking to understand the value stream mapping use and application
12-Nov,we have several needs but we will be constrained by available money right now i am at a conceptual stage and need to open a dialogue with someone to understand rough costs for on site training
12-Nov,i would like to learn more about management standard work and potentially visual management tools
12-Nov,improve emergency department throughput
12-Nov,we are looking for either on site training or a seminar to send our people to for lean training and/or the principles of 5s
12-Nov,"we are implementing new business syrem across 40 facilities based globally using a phased approach 
to ensure successful implementation we would like to investigate delviering lean leadership to the site leadership teams"
12-Nov,"1 	kaizen continuous improvement 
2 	time control predefined time mtm 2 
3 	communication to workers industrial psychology 
4 	preventive maintenance tqm 
5 	non quality cost control 
6 	5 why's 5 s's"
12-Nov,exploring lean to help with quality system development
12-Oct,value stream mapping expertise
12-Oct,lean supervisor a workshop focused on the 5 skills of a lean supervisor and leader standard work
12-Oct,key concepts of lean specifically manufacturing lean training
12-Oct,problem solving defining the problem alignment and delivering continous improvements to solve the problems
12-Oct,plant start up want to incorporate lean from the very beginning
12-Oct,new to lean process but we have a need for lean process mapping
12-Oct,improve our processes so that we funtion better for our customers
12-Oct,ground up lean implementation starting with 6s 5s
12-Oct,introduction to lean for senior managers?
12-Oct,lean training for particualar memebers of our organization
12-Oct,want to incorporated lean processes in strategic plan development and self studies for new medical school
12-Sep,we want to take a training about lean hardware development we hope to find an instructor who has the background and good knowledge of hardware development and could provide training in english
12-Sep,make to order lean applications for an extremely diverse high mix low volume manufacturing environment
12-Sep,"5 s implementation program in the middle of company expansion more employees direct indirect more offices more machines etc 
integrate visual management"
12-Sep,we are a food manufacturing plant the business needs we're trying to address are to improve our cost/case outputs/labor hour improve quality metrics etc typical business needs
12-Sep,introduce lean concepts across all functions purchasing inside sales manufacturing finance etc
12-Sep,helping our healthcare organization embrace lean six sigma principles to improve processes and efficiencies
12-Sep,lean leadership and lean for product development
12-Sep,we need training in root cause analysis a3 reporting logic and effective meeting facilitiation do you offer these on site?
12-Sep,we are looking at conducting a lean champion training for one of our clients in the real estate project & property development industry they are planning to have a process champion for each key process and departments
12-Aug,better support process improvement efforts in the construction trades
12-Aug,low volume high mix material flow
12-Aug,variety i am in mba school at the university of louisville several of the students in my cohort are interested in a 1 2 day course on lean basics what is it? how do w implement the principles? we have a healthcare focus for our cohort we would like to bring this idea to our chairperson so that it may be incorporated into our current curriculum and potentially future curricula
12-Aug,training curriculum for lean project participants management and all employees
12-Aug,we have just commenced a lean journey at our plant in pa we just finished a two day continuous improvement introduction for our manufacturing facility and the next step is to begin value stream mapping the processes we have a small four person engineering office in boston that i would like to have go through a lean for the office introduction as well as receive some assistance with creating a vsm for this operation
12-Aug,supply chain management load leveling pull systems lean management problem solving skills
12-Aug,implement lean in to our manufacturing process and whole corporation
12-Aug,a3 problem solving
12-Aug,we would like to lean out our process development cycle
12-Aug,value stream mapping
12-Aug,mercon coffee group is a worldwide coffee trading company i am interested in introducing lean management concepts throughout the organization initially my focus is on our central american operations honduras and nicaragua we need to improve various key processes and i would like to use lean management tools to improve these processes the training needs to be in spanish i am hoping that you can handle training in spanish or you can recommend me a firm that does so
12-Aug,sustained improvement of efficiency and housekeeping in our plant
12-Aug,"on site training at phsa vancouver bc
improvement kata / coaching kata 3 day class"
12-Aug,standardization
12-Jul,lean manufacturing for business optimization
12-Jul,"cut expenditures by 35% lean methodology and training to all supervisors and directors 
lean principles in a service industry"
12-Jul,implementing lean w/in our organization
12-Jul,"as a new member of the apogee executive team i have found our operations to have the typical challanges of an ""unlean"" organization disorganized and dirty poor flow high wip no shop floor visual management little employee envolvement etc we need to start our organization on the road to a lean transformation a introduce the fundamental building blocks of lean in the next 12 18 months"
12-Jul,"we have implemented a lean ""light"" approach this means that in many of the groups withing operations the teams use lean tools we need to have a common message across the organization regarding lean and we would like to have our managers and senior managers in toronto and montreal attend a workshop introducing the lean concepts"
12-Jul,ability to provide value stream mapping services and seminars for numerous widely diverse manufacturing and service groups within nov a $10 billion plus corporation
12-Jul,we have been actively involved in lean/sigma for the past 5 years over the past 2 years we have had success in sustaining our efferts and we are starting to see the cultural change now we would like to take our training and process onto the next phase we want to continue to build on what we have done while still adding more tools to our lean/sigma tool box
12-Jul,patient care in military hospitals
12-Jul,looking to begin training the hourly workforce on lean manufacturing principles including 5s concepts errror/mistake proofing 7 wastes etc
12-Jul,lean problems solving pdca and the use of the a3
12-Jul,we have 22 black belts of which most have only had pure six sigma training we are looking to diversify their tool set with a thorough lean trainup we are interested in a one week course which could be provided at our site
12-Jul,"interested in the following courses 
twi job instruction
twi job relations
developing people with capability for lean 
getting the right things done"
12-Jul,"we have a high potential leadership development program that we want to inject lean training into the program is 2 years long and we wish to systemically ""raise the bar"" on the participants' working knowledge and ability to teach others in the key concepts and strategies for lean"
12-Jul,need for work level associate to have better tools
12-Jul,we would like to transform academic medicine by becoming more value driven efficient and patient customer centric
12-Jul,ensure that our warehouses are maintained properly and the inventory is managed cost effectively
12-Jul,"we are team from malaysia nearby brunei & singapore we are the team that helping companies in malaysia in lean 5s activities we plan to visit your team most probably on november and if possible may be can attend any coaching and discussion with lean expert in your company 
is there possible and appreciate your help"
12-Jul,apply the toyota kata
12-Jun,interested in having the kata training delivered to our plant managers and production system managers at one of our sites coaching people for improvement and development is a gap we have identified and are workingto overcome
12-Jun,we would like to obtain excellence in lean management
12-Jun,we are considering sending attendees to the key concepts of lean course i'd like to explore the cost of such a course in 2 day form to be held in california at our facility
12-Jun,establishing a continual improvement structure and mindset at sites in momentive
12-Jun,starting lean manfacturing in our morganton nc division
12-Jun,educating employees in six sigma and healthcare in order to further infuse and implement the lean concepts into our organization
12-May,lean leadership for executives
12-May,lean problem solving 5s creating continuous flow
12-May,"key concepts of lean
also potentially developing people for lean and lean product flow"
12-May,all of our employees have been exposed to 5s we now need to take the steps of explaining the basics of lean manufacturing which then would lead to vsm push/pull systems etc
12-May,lean accounting
12-May,lean workshop
12-May,"we are interested in a basic training course of lean management but we would like that your consultant comes here to advice about this methodology in our logistic warehouse 
we are in barcelona we would like to do it here in our office or maybe in barcelona if you have some office"
12-May,"lean daily management system
hoshin kanri"
12-May,would like to look at value map training blue learning to see book for the organization i participated in a two day training by lei at my former organization and have something similar in mind
12-Apr,initial lean training 5s and vsm classes for approx 15 employees
12-Apr,we require three different courses two will be onsite and one is not required to be onsite the first is a lean introduction course for approximately 80 people these people would be broken up into groups of 8 10 people the second is green belt training for 16 20 people likely this training will be broken down into classes of 5 8 people the third is black belt training for 1 person this course does not need to be delivered onsite
12-Apr,"improving production in a high mix/low volume company 1 day class 
sustainable lean culture connecting the “product” and the “people” value streams 2 day class 
key concepts of lean 2 day class"
12-Apr,i am researching professional development for a team of continuous improvement leaders they are skilled at basic problem solving our operational excellence department is 3 years old we need more advanced problem solving skills problem solving methods for large scale projects as well as some advanced project management training the classes that caught my eye solving the right problems the right way and managing value stream improvement
12-Apr,improvement kata / coaching kata
12-Apr,value stream mapping for manufacturing
12-Apr,"key concepts of lean
improving production in a high mix / low volume company"
12-Apr,creating continuous flow workshop
12-Apr,value stream mapping
12-Apr,transformational leadership
12-Apr,improvement kata / coaching kata 3 day class
12-Apr,lean concepts and tools and lean application
12-Apr,business process management tools change agent development similar to green belts with lean training also i am initially looking for a general price range for consideration
12-Apr,mhus is starting the lean journey and needs support about training for operations managers supervisor and engineers production logistics process etc i would like to talk to someone that could indicate me what could be the best workshop to achieve my expectations
12-Apr,lean management with focus on services or office emphasis on value stream map
12-Mar,"value stream mapping for manufacturing 1 day class 

value stream mapping for the office and service 1 day class"
12-Mar,i would like to start out with a lean toolbox type classes with our team members on the floor supervisors and engineers we would then proceed to value stream mapping which would lead to the facilitating a project or a kiezan event
12-Mar,making material flow
12-Mar,5s lean mfg lean six sigma new product implementation cip
12-Mar,i am looking for a long term partner for on site training and consulting
12-Mar,lean 101 training one day course
12-Mar,"change agent skills for lean implementation leaders 2 day class or
key concepts of lean 2 day class"
12-Mar,value stream analysis of various streams
12-Mar,learning to see waste on the production floor
12-Mar,"developing people with capability for lean 1 day class 
"
12-Mar,black belt
12-Mar,i have worked with lean at wieland werke and i will like to improve it on the new company where i'm currently working i will like to know all about it but specially i will like to work on the standardization process as well as the optimization of the supply chain
12-Feb,lean concepts and tools
12-Feb,"1 managing to learn the use of the a3 management process
2 getting the right things done"
12-Feb,advanced vsm for a group of plant and continious improvement people with operational backgrounds and responsibilities focus should be practical and hands on non convential vsm with questions around outsourcing vs inhouse production travel distances of materials and legal challenges with global supply networks
12-Feb,lean
12-Feb,"we are the business support departmente including warehouse it finance supply chain and site services in a pharmaceutical company 
for 2012 we are planning to have some “lean” activities 1 per quarter – 2 to 3 days in our calendars 
this activities could include visiting a lean plant having a speaker to come to our site to talk about lean and also to have some interactive lean games all related to our area mentioned above"
12-Feb,i am looking for a price range for bringing workshops into our facility this is not a commitment just a request for information we are located in bremerton wa and we are a government organization we have not decided on a specific topic just yet but i would like to put together a proposal that shows and approximation for cost to bring training here
12-Feb,standard work for approx 200 employees in classes of about 20
12-Feb,standardized work the foundation for kaizen
12-Feb,lean fulfillment
12-Feb,we are interested in 1 day of consulting on integrating visual management tools and leader standard work
12-Feb,key concepts of lean
12-Feb,lean management
12-Feb,i would like information on the full implementation of a 5s program in a manufacturing facility like ours
12-Feb,lean manufacturing lm for excellence business and profitability something as a awareness seminar
12-Feb,"value stream mapping for office and administrative operations
optimizing flow in office and service processes"
12-Feb,a general overview / basic concepts including how it relates to healthcare design
12-Jan,key concepts of lean 5s visual workplace
12-Jan,"hello 

i need to inquire about training and certification for lean / six sigma green belt 
we are an electronic manufacturing contractor company and are looking to train and certify a group of employees on lean/six sigma green belt 
please provide a quote/estimate on different scenarios 
 onsite training
 offsite training
 onsite/web
 web training
 full days
 half days
thanks"
12-Jan,value stream mapping for manufacturing learning to see workshop activity
12-Jan,coaching skills for lean implementation leaders
12-Jan,"value stream mapping
making materials flow
creating continuous flow
leadership training"
12-Jan,"lean leadership for executives
intro to lean office"
12-Jan,lean concepts and value stream mapping for the office and service
12-Jan,we want to bring a training class for executive leadership to not only understand lean but to help drive it as a cultural change in the organization
12-Jan,key concepts of lean healthcare
12-Jan,trying to get an idea of cost to bring a one day and a two day workshop to indianapolis in we are putting together a grant proposal for developiong our quality infrastructure and need a rough figure probably looking at key concepts of lean optimizimg flow in office and service and /or vsm for office and service
12-Jan,we have an internal conference for our staff that is focused on continuous improvement of our lean systems scheduled for feb 23 we are looking for a keynote speaker to speak from anywhere from 90 minutes to 3 hrs i'm interested to see if mr shook would be available i'm particularly interested in the topic related to his recent paper on culture transformation and problem solving
12-Jan,lean and/or six sigma
12-Jan,coaching skills for lean implementation leaders 1 day class
11-Dec,lean 101 intro training for staff and management drill down on standard work we are a services company but need standardization of process to enable our training to be more effective improve planning and base line for process improvement i need help to educate fellow workers and was thinking a hands on work shop might make sense let me know your thoughs thanks
11-Dec,lean concepts vsm for office and service flow problem solving a3 management process driven thinking and relationships
11-Dec,i work for a pharmeceutical printing company located in clifton nj we host a yearly strategic meeting at our company house in ludlow vt okemo mountain the theme for this year's meeting is lean manufacturing i would like to inquire about the possibility of hiring a speaker for 2 3 hours to speak with our group 10 15 people about lean manufacturing
11-Dec,lean basics change agent skills
11-Dec,"implementation of lean practices in operations and corporate office 
are looking for external support to develop and implement vsm projects across the full organization"
11-Dec,key concepts of lean kaizen
11-Dec,basic concepts of lean
11-Dec,managing to learn
11-Dec,lean problem solving
11-Nov,we are a concrete manufacturing company that is struggling with where to start in getting started with value stream mapping we are having quality problems that are eroding our processes so we have immediate short term goals in addition we want to begin the on going process of moving to a lean company
11-Nov,one day workshop on concepts of lean
11-Nov,operating level pull value stream mapping for manufacturing making material flow learning to see
11-Nov,"value stream mapping as taught in ""learning to see"""
11-Nov,an introduction to some lean principles without using a full lean model across our business i would like this to be conducted as a series of three or four one hour webinars which provide some introductory thinking tools and skills to become more lean aware
11-Nov,"lean management tools and project management you are invited to suggest a training plan content and the number of days for 5 people and plus 
thanks"
11-Nov,managing to learn the use of the a3 management process 2 day class
11-Nov,lean thinking in a commercial business setting touching functions in a sales focused business like marketing sales promotion and planning finance and field sales
11-Nov,value stream mapping creating level pull kanban
11-Nov,a cycle about lean management  tools  how to lead a project
11-Nov,"key concepts of lean
optimizing flow in office and service processes
value stream mapping for the office and service
managing high mix/low volume organizations
improving production in a high mix/low volume company"
11-Nov,managing to learn the use of the a3 management process
11-Oct,make to order manufacturing high skus manufacturing vsm
11-Oct,value stream mapping for the office and service optimizing flow and in office and service processes
11-Oct,design for manufacturing dfm
11-Oct,developing people with the capability for lean coaching skills for lean leaders
11-Oct,5s
11-Oct,not sure yet probably the ones related to health care and introduction to lean concepts
11-Oct,quick changeover kaizen
11-Oct,we start actually a lean initiative by a bottom up project which we would like to develop towards a global lean concept so we would be interested in an audit of m daniel jones to confront our strategy with the best practices to commit a training to the lean best practices of our management
11-Oct,advanced lean
11-Sep,value stream mapping for manufacturing
11-Sep,in a staggered approach over 8 months standardized work kaizen culture for improvement value stream mapping for manufacturing creating continous flow/creating level pull making materials flow lean problem solving
11-Sep,coaching skills for lean implementation leaders developing people with capability for lean
11-Sep,lean problem solving
11-Sep,"a3 training for managers and employees
lean transformation for leaders
workload leveling rhythm wheels and trains non factory 
root cause analysis and mistake proofing non factory "
11-Sep,we would like to create a custom training progam that would enable the participant to lean small kaizen event and to assit workgroup in implementing changes that resulted for the events
11-Aug,"cepheid is a growing company there are only a few new key individuals with lean experience as such lean has not been implemented i am interested in learning more about the possibility of conducting lean training 101 to include an overview of lean principles methods and a lean flow exericse to demonstrate advantages of single piece flow 

i'd like to know how much we need to budget to facilitate this training please provide an estimate at your earliest convenience"
11-Aug,"i would like to have a lean workshop that will aid a group of inidividuals in using lean principles to solve process problems at cu it would be extremely helpful if the trainer had some experience in high education as higher ed is a different animal the university is considering rolling out a lean like ""organizational efficiency initiative"""
11-Aug,i'm interested in speaking with someone about presenting a webinar or our leadership conference i'm not sure exactly which presentation i'm interested in at this time
11-Aug,creating continuous flow
11-Aug,making material flow 
11-Aug,something for the beginner of lean thinking 5s or value streaming
11-Aug,"value stream mapping for the office and service 1 
day class"
11-Aug,"getting the right things done improving 
production in a high mix / low volume company"
11-Aug,"i would be interested in a one hour presentation 
of gemba walks in lean manufacturing environment for our apics members in the 
san gabriel valley area los angeles/pasadena"
11-Aug,lean overview for healthcare
11-Jul,lean healthcare workshops
11-Jul,"5s visual workplace / key concepts of lean / 
kaizan / standardized work"
11-Jul,"value stream mapping and then a consultant that 
can assist with implementation of current state map future state map and gemba 
walks as we get started i have found in past experience having assistance as 
you go through your first current to future activity it is helpful to have a 
person that will help with accountability and looking at processes from a 
different perspective"
11-Jul,"value stream mapping for the office and 
service"
11-Jul,implementing lean in healthcare fields
11-Jul,"value stream mapping for manufacturing and office 
key concepts of lean"
11-Jul,"key concepts in lean healthcare for senior leaders 
with plenty of time for q &amp a"
11-Jul,"key concepts in lean healthcare 6 senior leaders 
improving healthcare quality and patient safety through lean methods 10 people 
open access improving patient access to amulatory care 10 people healthcare 
leader standard work wih visual tools 30 people value stream mapping for 
healthcare 10 people specialized a3 problem solving through management 
coaching 30 people specialized improvement event facilitation 10 
people"
11-Jul,"value stream mapping office and services and 
optimizing flow in office and service processes"
11-Jun,"key concepts of lean management in health 
care"
11-Jun,"i am interesting in securing a quote for problem 
solving course and potentially developing others for the capacity of lean"
11-Jun,valeu stream mapping
11-Jun,making materials flow / chris harris
11-Jun,lean sigma six
11-Jun,"spc training lean training leadership culture 
development"
11-Jun,"i would like in depth training on all of the major 
lean tool sets"
11-Jun,value stream mapping
11-Jun,"key concepts of lean in healthcare or other 
recommended management level training for support of lean activities we are an 
outpatient community health center in boston so we would like a health care 
focus for the training"
11-Jun,lean training for healthcare
11-Jun,"lean in government i already did submit a similar 
request a couple of weeks ago and i received a response but our server had 
some problem and the email was deleted and never be able to retrieve it again 
can you please contact me again? i will really appreciate thanks a lot 
luciana"
11-Jun,"kaizen the culture of ci 5s creating continuous 
flow making materials flow vsm for office and service coaching skills for lean 
leaders change agent skills for lean leaders"
11-Jun,"value stream mapping for office &amp 
service"
11-Jun,"we have a customized training plan we would like 
to see carried out"
11-May,5s's visual workplace
11-May,lean sensei / auditor 'rating'
11-May,lean problem solving
11-May,lean
11-May,value engineering
11-May,"aig is launching the 'aig lean operations' as an 
enterprise wide initiative to building business process management and process 
improvement capabilities supported by a defined methodology and model we are 
looking for qualified suppliers to work with the km team on the development of 
methodology content and the design of learning delivery lean institute has come 
recommended to us please have someone contact me to discuss this further 
thanks art drake"
11-May,"i am interested in talking with an expert in lean 
in government we have a new lean inittiative within dcam and will come out with 
an rfq/rfp for a lean consultant before july in the meantime i would like to 
bring to the commissioner and her emc executive management committee some 
resultas from otehr various state/governamantal organizations that successfully 
implemented lean"
11-May,"lean vsm for manufacturing creating stability 
making materials flow"
11-May,"we are looking for assistance with customized 
training for executive leadership we have a request for proposal that we will 
be sending to you but here are the key points from the rfp document to give you 
an idea of what to expect additional detail will be in the rfp the 
performance excellence quality program at corning incorporated has been very 
successful at driving continuous improvement throughout the company performance 
excellence includes lean along with six sigma dmaic desgn and innovation 
methodologies we believe further enhancing our lean deployment will be an 
enabler on our improvement journey corning has chartered a team to advance lean 
deployment throughout the company a key task is to identify an external partner 
to conduct executive level training for 12 15 people in late summer or early 
fall this year"
11-May,"participants are expected to disseminate knowledge 
throughout the organization"
11-May,lean offices and warehouse operations
11-May,lean mangement basics
11-May,the basics of lean we are new to lean
11-May,vsm for office
11-May,value stream mappaing
11-May,lean healthcare workshops
11-Apr,"improving healthcare quality and patient safety 
through lean methods 1 day class or something similar"
11-Apr,standardized work the foundation for kaizen
11-Apr,"we are currently purchasing a cots solution that 
could radically change the service delivery model for 119 offices around the 
state of oregon that determine eligibility and issue benefits like food stamps 
medicare and cash assistance for families the new software will offer many 
opportunities for new process efficiencies we plan to contract for a lean team 
to help us develop the new model office that part where we'd like your help is 
the train the handful of non lean permanent employees that will end up 
implementing the new solution and that will work with the contracted lean team 
i am interested in what you suggest in terms of training for us and an estimated 
cost because we are writing a grant right now that is due in two week 
thanks"
11-Apr,"we are looking to achieve a blend of the different 
course options you offer we are launching several national learning communities 
in june 2011 and would like to introduce and build into the fabric of the 
intiatives the core concepts of lean thinking we will be holding launch 
meetings for the learning communities and would like to use this face to face 
time to provide a core ""how to"" workshop on lean thinking while we are open to 
what content may best be covered during this time a total of 4 to 5 hours will 
be available over 1 2 days this may likely include such topics as addressing a 
changing paradigm buy in to lean thinking defining and measuring value 
looking at interconnected processes workflows pulls and pursuing excellence 
we would want participants to be able to leave this launch meeting with a clear 
idea of lean concepts and the ""how to"" to initiate small cycles of 
improvement"
11-Apr,managing to learn / a3
11-Apr,lean problem solving
11-Apr,"not sure would like to start lean program and 
need some guidance on various approaches if possible i would like to speak 
with john shinook i was referred by tony denton from university of michigan 
thanks mona"
11-Apr,"we are on begining fo lean implementation and we 
need basic tools for of lean and a road map for implementation we will also 
like to meke one pilot project with expert"
11-Apr,"awareness training specialized training for 
practitionners mentoring"
11-Apr,"can you please let us know how much an intensive 
kaizen training for our continuous improvement team will cost us? the training 
will be held in malta thanks"
11-Apr,"kaizen the culture of continuous improvement lean 
problem solving perhaps optimizing flow in office services and processes"
11-Apr,managing to learn and a3 reports
11-Apr,lean transformational leadership
11-Mar,"building a complete lean enterprise 1 day 
class"
